1239853564362514432 2020-03-17 09:58:19 UTC <Yuanhongbing64> 轉：前房地產老闆任志強傳因批習失蹤（美國之音2020年3月16日） https://www.voacantonese.com/a/chinese-property-tycoon-missing-20200316/5330655.html …
1239848721610727424 2020-03-17 09:39:05 UTC <Yuanhongbing64> 轉：亞太政治哲學文化出版社Facebook貼文 "【「野百合學運」與「太陽花學運」啟示錄】 ... ...袁紅冰在《台灣生死書》中分析，「太陽花運動」提出的訴求表面上只針對《兩岸服貿協議》，實際卻關係到自由台灣的國本、國運... ..." pic.twitter.com/syaLzaUkY3
